resultId,raceId,driverId,constructorId,driverCurrentNumber,grid,positionOrder,positionText,position,points,laps,totalRaceTime,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
15241,598,280,66,15.0,19,,R,21,0.0,1,,,,,,,8
15242,598,231,64,24.0,10,,R,22,0.0,0,,,,,,,4
15243,598,267,57,22.0,0,,F,23,0.0,0,,,,,,,81
15244,598,313,34,8.0,0,,F,24,0.0,0,,,,,,,81
15245,598,250,34,34.0,0,,F,25,0.0,0,,,,,,,81
15246,598,219,80,21.0,0,,F,26,0.0,0,,,,,,,81
15247,598,233,37,9.0,0,,F,27,0.0,0,,,,,,,81
15248,598,319,63,18.0,0,,F,28,0.0,0,,,,,,,81
15249,598,316,63,23.0,0,,F,29,0.0,0,,,,,,,81
15250,598,315,34,43.0,0,,F,30,0.0,0,,,,,,,81
15251,599,222,25,3.0,3,1.0,1,1,9.0,75,1:43:02.2,6182200.0,,,,,1
15252,599,224,1,5.0,8,2.0,2,2,6.0,75,+15.3,6197500.0,,,,,1
15253,599,235,32,2.0,12,3.0,3,3,4.0,75,+1:01.5,6243700.0,,,,,1
15254,599,223,6,11.0,7,4.0,4,4,3.0,75,+1:07.2,6249400.0,,,,,1
15255,599,182,6,12.0,1,5.0,5,5,2.0,74,,,,,,,11
15256,599,199,34,7.0,4,6.0,6,6,1.0,74,,,,,,,11
15257,599,304,1,6.0,19,7.0,7,7,0.0,74,,,,,,,11
15258,599,252,58,16.0,5,8.0,8,8,0.0,74,,,,,,,11
15259,599,250,34,8.0,20,9.0,9,9,0.0,74,,,,,,,11
15260,599,238,32,1.0,2,10.0,10,10,0.0,73,,,,,,,12
15261,599,187,34,28.0,13,11.0,11,11,0.0,73,,,,,,,12
15262,599,306,66,14.0,23,12.0,12,12,0.0,72,,,,,,,13
15263,599,289,26,26.0,22,13.0,13,13,0.0,69,,,,,,,16
15264,599,200,63,19.0,17,14.0,14,14,0.0,68,,,,,,,17
15265,599,280,66,15.0,24,,R,15,0.0,64,,,,,,,5
15266,599,296,66,37.0,14,,N,16,0.0,62,,,,,,,62
15267,599,305,1,33.0,11,,R,17,0.0,57,,,,,,,20
15268,599,197,58,17.0,16,,R,18,0.0,45,,,,,,,22
15269,599,233,37,9.0,9,,R,19,0.0,36,,,,,,,3
15270,599,221,25,4.0,10,,R,20,0.0,35,,,,,,,5
15271,599,232,80,20.0,15,,R,21,0.0,25,,,,,,,5
15272,599,230,37,10.0,16,,R,22,0.0,17,,,,,,,69
15273,599,314,77,23.0,25,,R,23,0.0,6,,,,,,,22
15274,599,231,64,24.0,6,,R,24,0.0,2,,,,,,,22
15275,599,320,26,27.0,21,,R,25,0.0,0,,,,,,,68
15276,599,259,79,42.0,0,,F,26,0.0,0,,,,,,,81
15277,599,321,63,18.0,0,,F,27,0.0,0,,,,,,,81
15278,599,311,80,21.0,0,,F,28,0.0,0,,,,,,,81
15279,599,275,34,208.0,0,,F,29,0.0,0,,,,,,,81
15280,599,267,57,22.0,0,,F,30,0.0,0,,,,,,,81
15281,599,300,76,29.0,0,,F,31,0.0,0,,,,,,,81
15282,599,307,74,25.0,0,,F,32,0.0,0,,,,,,,81
15283,599,283,37,35.0,0,,F,33,0.0,0,,,,,,,81
15284,599,316,63,43.0,0,,F,34,0.0,0,,,,,,,81
15285,600,223,6,11.0,2,1.0,1,1,9.0,14,1:41:35.0,6095000.0,,,,,1
15286,600,222,25,3.0,4,2.0,2,2,6.0,14,+50.7,6145700.0,,,,,1
15287,600,199,34,7.0,6,3.0,3,3,4.0,14,+1:23.3,6178300.0,,,,,1
15288,600,238,32,1.0,8,4.0,4,4,3.0,14,+1:24.2,6179200.0,,,,,1
15289,600,235,32,2.0,9,5.0,5,5,2.0,14,+1:25.0,6180000.0,,,,,1
15290,600,252,58,16.0,11,6.0,6,6,1.0,14,+2:18.1,6233100.0,,,,,1
15291,600,233,37,9.0,20,7.0,7,7,0.0,14,+2:58.7,6273700.0,,,,,1
15292,600,197,58,17.0,18,8.0,8,8,0.0,14,+3:25.9,6300900.0,,,,,1
15293,600,289,26,26.0,19,9.0,9,9,0.0,14,+3:26.4,6301400.0,,,,,1
15294,600,280,66,15.0,24,10.0,10,10,0.0,14,+4:17.7,6352700.0,,,,,1
15295,600,321,63,18.0,25,11.0,11,11,0.0,14,+5:17.7,6412700.0,,,,,1
15296,600,250,34,8.0,17,12.0,12,12,0.0,14,+6:26.3,6481300.0,,,,,1
15297,600,230,37,10.0,23,13.0,13,13,0.0,14,+8:43.1,6618100.0,,,,,1
15298,600,270,79,32.0,20,14.0,14,14,0.0,13,,,,,,,11
15299,600,305,1,33.0,12,15.0,15,15,0.0,12,,,,,,,3
15300,600,200,63,19.0,13,,R,16,0.0,10,,,,,,,5
15301,600,231,64,24.0,10,,R,17,0.0,10,,,,,,,6
15302,600,221,25,4.0,5,,R,18,0.0,5,,,,,,,3
15303,600,232,80,20.0,16,,R,19,0.0,5,,,,,,,37
15304,600,306,66,14.0,15,,R,20,0.0,4,,,,,,,69
15305,600,267,57,22.0,22,,R,21,0.0,4,,,,,,,6
15306,600,224,1,5.0,3,,R,22,0.0,2,,,,,,,22
15307,600,172,80,21.0,21,,R,23,0.0,2,,,,,,,22
15308,600,187,34,28.0,14,,R,24,0.0,1,,,,,,,22
15309,600,182,6,12.0,1,,R,25,0.0,0,,,,,,,3
15310,600,304,1,6.0,7,,R,26,0.0,0,,,,,,,3
15311,600,296,66,37.0,0,,F,27,0.0,0,,,,,,,81
15312,600,314,77,23.0,0,,F,28,0.0,0,,,,,,,81
15313,600,265,26,27.0,0,,F,29,0.0,0,,,,,,,81
15314,600,256,78,30.0,0,,F,30,0.0,0,,,,,,,81
15315,600,278,78,30.0,0,,F,31,0.0,0,,,,,,,81
15316,600,307,74,25.0,0,,F,32,0.0,0,,,,,,,81
15317,601,199,34,7.0,2,1.0,1,1,9.0,54,1:28:44.72,5324720.0,,,,,1
15318,601,304,1,6.0,10,2.0,2,2,6.0,54,+42.92,5367640.0,,,,,1
15319,601,231,64,24.0,7,3.0,3,3,4.0,54,+1:01.54,5386260.0,,,,,1
15320,601,187,34,28.0,11,4.0,4,4,3.0,54,+1:09.39,5394110.0,,,,,1
15321,601,223,6,11.0,8,5.0,5,5,2.0,54,+1:13.08,5397800.0,,,,,1
15322,601,230,37,10.0,20,6.0,6,6,1.0,54,+1:13.82,5398540.0,,,,,1
15323,601,322,1,33.0,17,7.0,7,7,0.0,53,,,,,,,11
15324,601,197,58,17.0,23,8.0,8,8,0.0,52,,,,,,,12
15325,601,323,63,30.0,25,9.0,9,9,0.0,51,,,,,,,13
15326,601,314,77,23.0,19,10.0,10,10,0.0,50,,,,,,,14
15327,601,233,37,9.0,15,11.0,11,11,0.0,48,,,,,,,22
15328,601,289,26,26.0,21,12.0,12,12,0.0,48,,,,,,,16
15329,601,270,79,35.0,24,,N,13,0.0,46,,,,,,,62
15330,601,238,32,1.0,6,,R,14,0.0,45,,,,,,,86
15331,601,235,32,2.0,22,,R,15,0.0,43,,,,,,,4
15332,601,221,25,4.0,14,,R,16,0.0,42,,,,,,,4
15333,601,250,34,8.0,4,,R,17,0.0,41,,,,,,,95
15334,601,224,1,5.0,3,,R,18,0.0,37,,,,,,,5
15335,601,172,80,21.0,12,,N,19,0.0,37,,,,,,,62
15336,601,232,80,20.0,9,,R,20,0.0,24,,,,,,,69
15337,601,252,58,16.0,16,,R,21,0.0,22,,,,,,,20
15338,601,306,66,14.0,18,,R,22,0.0,22,,,,,,,5
15339,601,182,6,12.0,1,,R,23,0.0,17,,,,,,,5
15340,601,243,26,27.0,13,,R,24,0.0,14,,,,,,,3
15341,601,222,25,3.0,5,,R,25,0.0,8,,,,,,,5
15342,601,251,64,31.0,0,,F,26,0.0,0,,,,,,,81
15343,601,316,63,43.0,0,,F,27,0.0,0,,,,,,,81
15344,601,321,63,18.0,0,,F,28,0.0,0,,,,,,,81
15345,601,283,57,22.0,0,,F,29,0.0,0,,,,,,,81
15346,601,219,63,19.0,0,,F,30,0.0,0,,,,,,,81
15347,601,324,34,32.0,0,,F,31,0.0,0,,,,,,,81
15348,602,238,32,1.0,7,1.0,1,1,9.0,52,1:22:56.6,4976600.0,,,,,1
15349,602,224,1,5.0,6,2.0,2,2,6.0,52,+0.8,4977400.0,,,,,1
15350,602,222,25,3.0,12,3.0,3,3,4.0,52,+24.7,5001300.0,,,,,1
15351,602,232,80,20.0,15,4.0,4,4,3.0,52,+1:27.7,5064300.0,,,,,1
15352,602,250,34,8.0,3,5.0,5,5,2.0,51,,,,,,,11
15353,602,304,1,6.0,19,6.0,6,6,1.0,51,,,,,,,11
15354,602,187,34,28.0,4,7.0,7,7,0.0,51,,,,,,,11
15355,602,289,26,26.0,21,8.0,8,8,0.0,51,,,,,,,11
15356,602,322,1,33.0,23,9.0,9,9,0.0,51,,,,,,,11
15357,602,252,58,16.0,22,10.0,10,10,0.0,50,,,,,,,12
15358,602,221,25,4.0,10,11.0,11,11,0.0,50,,,,,,,12
15359,602,223,6,11.0,5,,R,12,0.0,40,,,,,,,5
15360,602,182,6,12.0,1,,R,13,0.0,32,,,,,,,5
15361,602,235,32,2.0,16,,R,14,0.0,30,,,,,,,37
15362,602,243,26,27.0,14,,R,15,0.0,25,,,,,,,22
15363,602,172,80,21.0,17,,R,16,0.0,22,,,,,,,5
15364,602,197,58,17.0,9,,R,17,0.0,19,,,,,,,5
15365,602,230,37,10.0,13,,R,18,0.0,16,,,,,,,3
15366,602,314,77,29.0,20,,R,19,0.0,15,,,,,,,6
15367,602,199,34,7.0,2,,R,20,0.0,12,,,,,,,6
15368,602,233,37,9.0,18,,R,21,0.0,11,,,,,,,83
15369,602,280,66,15.0,25,,R,22,0.0,3,,,,,,,5
15370,602,231,64,24.0,8,,R,23,0.0,2,,,,,,,5
15371,602,296,66,37.0,24,,R,24,0.0,1,,,,,,,6
15372,602,306,66,14.0,11,,R,25,0.0,0,,,,,,,10
15373,602,319,63,19.0,0,,F,26,0.0,0,,,,,,,81
15374,602,325,34,31.0,0,,F,27,0.0,0,,,,,,,81
15375,602,321,63,18.0,0,,F,28,0.0,0,,,,,,,81
15376,602,283,57,25.0,0,,F,29,0.0,0,,,,,,,81
15377,602,278,78,30.0,0,,F,30,0.0,0,,,,,,,81
15378,602,316,63,23.0,0,,F,31,0.0,0,,,,,,,81
15379,603,224,1,5.0,1,1.0,1,1,9.0,80,1:40:26.136,6026136.0,,,,,1
15380,603,223,6,11.0,6,2.0,2,2,6.0,80,+13.034,6039170.0,,,,,1
15381,603,238,32,1.0,10,3.0,3,3,4.0,80,+14.494,6040630.0,,,,,1
15382,603,231,64,24.0,8,4.0,4,4,3.0,80,+15.669,6041805.0,,,,,1
15383,603,221,25,4.0,7,5.0,5,5,2.0,80,+55.322,6081458.0,,,,,1
15384,603,304,1,6.0,14,6.0,6,6,1.0,79,,,,,,,11
15385,603,207,73,55.0,16,7.0,7,7,0.0,79,,,,,,,11
15386,603,250,34,8.0,9,8.0,8,8,0.0,79,,,,,,,11
15387,603,199,34,7.0,4,9.0,9,9,0.0,79,,,,,,,11
15388,603,324,63,19.0,22,10.0,10,10,0.0,78,,,,,,,12
15389,603,243,26,27.0,11,11.0,11,11,0.0,78,,,,,,,12
15390,603,288,67,66.0,24,12.0,12,12,0.0,78,,,,,,,12
15391,603,235,32,2.0,21,13.0,13,13,0.0,78,,,,,,,12
15392,603,289,26,26.0,20,14.0,14,14,0.0,77,,,,,,,13
15393,603,172,80,21.0,18,15.0,15,15,0.0,74,,,,,,,29
15394,603,200,1,33.0,12,16.0,16,16,0.0,72,,,,,,,18
15395,603,278,66,15.0,25,,N,17,0.0,70,,,,,,,62
15396,603,182,6,12.0,2,,R,18,0.0,67,,,,,,,3
15397,603,252,58,16.0,13,,R,19,0.0,65,,,,,,,5
15398,603,187,34,28.0,15,,R,20,0.0,61,,,,,,,22
15399,603,306,66,14.0,17,,N,21,0.0,60,,,,,,,62
15400,603,222,25,3.0,3,,R,22,0.0,48,,,,,,,23
15401,603,197,58,17.0,5,,R,23,0.0,46,,,,,,,86
15402,603,232,80,20.0,19,,R,24,0.0,40,,,,,,,64
15403,603,326,34,50.0,26,,R,25,0.0,33,,,,,,,5
15404,603,233,37,9.0,23,,R,26,0.0,12,,,,,,,69
15405,603,321,63,18.0,0,,F,27,0.0,0,,,,,,,81
15406,603,283,57,22.0,0,,F,28,0.0,0,,,,,,,81
15407,603,230,37,10.0,0,,F,29,0.0,0,,,,,,,81
15408,603,270,34,42.0,0,,F,30,0.0,0,,,,,,,81
15409,604,199,34,7.0,1,1.0,1,1,9.0,59,1:40:21.439,6021439.0,,,,,1
15410,604,250,34,8.0,4,2.0,2,2,6.0,59,+10.735,6032174.0,,,,,1
15411,604,231,64,24.0,2,3.0,3,3,4.0,59,+1:10.384,6091823.0,,,,,1
15412,604,224,1,5.0,8,4.0,4,4,3.0,59,+1:17.753,6099192.0,,,,,1
15413,604,187,34,28.0,7,5.0,5,5,2.0,59,+1:25.804,6107243.0,,,,,1
15414,604,221,25,4.0,13,6.0,6,6,1.0,59,+1:27.506,6108945.0,,,,,1
15415,604,200,1,33.0,20,7.0,7,7,0.0,59,+1:30.012,6111451.0,,,,,1
15416,604,289,26,26.0,24,8.0,8,8,0.0,58,,,,,,,11
15417,604,278,66,15.0,12,9.0,9,9,0.0,57,,,,,,,12
15418,604,197,58,17.0,10,10.0,10,10,0.0,57,,,,,,,12
15419,604,223,6,11.0,9,11.0,11,11,0.0,55,,,,,,,14
15420,604,243,26,27.0,21,12.0,12,12,0.0,54,,,,,,,15
15421,604,238,32,1.0,19,,R,13,0.0,52,,,,,,,69
15422,604,283,57,22.0,22,,N,14,0.0,50,,,,,,,62
15423,604,252,58,16.0,18,,N,15,0.0,47,,,,,,,62
15424,604,222,25,3.0,6,,R,16,0.0,44,,,,,,,69
15425,604,232,80,20.0,15,,R,17,0.0,43,,,,,,,10
15426,604,182,6,12.0,5,,R,18,0.0,38,,,,,,,22
15427,604,172,80,21.0,11,,R,19,0.0,31,,,,,,,5
15428,604,288,67,66.0,14,,R,20,0.0,27,,,,,,,22
15429,604,319,63,18.0,26,,W,21,0.0,25,,,,,,,54
15430,604,230,37,10.0,25,,R,22,0.0,21,,,,,,,69
15431,604,324,63,19.0,23,,R,23,0.0,9,,,,,,,104
15432,604,235,32,2.0,16,,R,24,0.0,7,,,,,,,22
15433,604,314,32,31.0,27,,D,25,0.0,6,,,,,,,2
15434,604,207,73,55.0,3,,D,26,0.0,4,,,,,,,2
15435,604,304,1,6.0,17,,R,27,0.0,4,,,,,,,5
15436,604,233,37,9.0,0,,F,28,0.0,0,,,,,,,81
15437,604,270,34,42.0,0,,F,29,0.0,0,,,,,,,81
15438,604,306,66,14.0,0,,F,30,0.0,0,,,,,,,81
15439,605,224,32,2.0,2,1.0,1,1,9.0,96,1:56:18.22,6978220.0,,,,,1
15440,605,327,25,8.0,6,2.0,2,2,6.0,96,+4.69,6982910.0,,,,,1
15441,605,328,25,6.0,4,3.0,3,3,4.0,96,+33.19,7011410.0,,,,,1
15442,605,235,6,18.0,3,4.0,4,4,3.0,96,+42.57,7020790.0,,,,,1
15443,605,304,1,14.0,8,5.0,5,5,2.0,95,,,,,,,11
15444,605,290,34,12.0,13,6.0,6,6,1.0,95,,,,,,,11
15445,605,223,66,32.0,1,7.0,7,7,0.0,93,,,,,,,13
15446,605,309,1,16.0,11,8.0,8,8,0.0,92,,,,,,,14
15447,605,232,6,20.0,14,9.0,9,9,0.0,92,,,,,,,14
15448,605,329,37,22.0,18,10.0,10,10,0.0,90,,,,,,,22
15449,605,197,37,24.0,17,,R,11,0.0,84,,,,,,,21
15450,605,306,66,30.0,7,,R,12,0.0,79,,,,,,,5
15451,605,307,80,38.0,19,,N,13,0.0,79,,,,,,,62
15452,605,238,32,4.0,5,,R,14,0.0,67,,,,,,,51
15453,605,182,66,34.0,13,,R,15,0.0,66,,,,,,,51
15454,605,199,34,10.0,9,,R,16,0.0,16,,,,,,,6
15455,605,305,63,26.0,10,,R,17,0.0,10,,,,,,,86
15456,605,250,63,28.0,15,,R,18,0.0,10,,,,,,,22
15457,605,330,80,36.0,16,,R,19,0.0,0,,,,,,,5
15458,606,224,32,1.0,2,1.0,1,1,9.0,40,1:43:55.6,6235600.0,,,,,1
15459,606,328,25,3.0,8,2.0,2,2,6.0,40,+13.5,6249100.0,,,,,1
15460,606,304,1,7.0,5,3.0,3,3,4.0,40,+1:46.4,6342000.0,,,,,1
15461,606,232,6,10.0,17,4.0,4,4,3.0,39,,,,,,,11
15462,606,235,6,9.0,3,5.0,5,5,2.0,39,,,,,,,11
15463,606,223,66,14.0,4,6.0,6,6,1.0,39,,,,,,,11
15464,606,307,80,19.0,14,7.0,7,7,0.0,39,,,,,,,11
15465,606,182,66,16.0,13,8.0,8,8,0.0,38,,,,,,,12
15466,606,330,80,20.0,18,9.0,9,9,0.0,38,,,,,,,12
15467,606,327,25,4.0,9,10.0,10,10,0.0,38,,,,,,,12
15468,606,199,34,17.0,7,11.0,11,11,0.0,38,,,,,,,12
15469,606,331,63,23.0,20,12.0,12,12,0.0,36,,,,,,,14
15470,606,306,66,15.0,10,,R,13,0.0,23,,,,,,,10
15471,606,329,37,12.0,19,,R,14,0.0,18,,,,,,,25
15472,606,250,63,6.0,6,,R,15,0.0,9,,,,,,,22
15473,606,305,63,5.0,14,,R,16,0.0,6,,,,,,,6
15474,606,197,37,11.0,15,,R,17,0.0,6,,,,,,,6
15475,606,238,32,2.0,1,,R,18,0.0,5,,,,,,,36
15476,606,290,34,18.0,11,,R,19,0.0,5,,,,,,,25
15477,606,309,1,8.0,12,,R,20,0.0,3,,,,,,,6
15478,607,328,25,3.0,16,1.0,1,1,9.0,79,1:43:11.07,6191070.0,,,,,1
15479,607,309,1,6.0,6,2.0,2,2,6.0,79,+24.55,6215620.0,,,,,1
15480,607,224,32,1.0,2,3.0,3,3,4.0,79,+25.06,6216130.0,,,,,1
15481,607,232,6,9.0,15,4.0,4,4,3.0,78,,,,,,,11
15482,607,304,1,5.0,1,5.0,5,5,2.0,77,,,,,,,12
15483,607,332,58,23.0,21,6.0,6,6,1.0,77,,,,,,,12
15484,607,199,34,18.0,8,7.0,7,7,0.0,77,,,,,,,12
15485,607,333,63,12.0,20,8.0,8,8,0.0,77,,,,,,,12
15486,607,222,1,7.0,3,9.0,9,9,0.0,75,,,,,,,5
15487,607,307,80,21.0,19,10.0,10,10,0.0,73,,,,,,,16
15488,607,238,32,2.0,4,11.0,11,11,0.0,73,,,,,,,16
15489,607,250,63,11.0,9,,R,12,0.0,69,,,,,,,3
15490,607,292,25,26.0,22,,N,13,0.0,67,,,,,,,62
15491,607,197,37,14.0,18,,N,14,0.0,66,,,,,,,62
15492,607,327,25,4.0,25,,N,15,0.0,66,,,,,,,62
15493,607,329,37,24.0,23,,N,16,0.0,65,,,,,,,62
15494,607,290,34,19.0,17,,R,17,0.0,52,,,,,,,6
15495,607,334,80,20.0,24,,R,18,0.0,35,,,,,,,25
15496,607,182,66,17.0,10,,R,19,0.0,26,,,,,,,5
15497,607,262,58,22.0,14,,R,20,0.0,14,,,,,,,5
15498,607,306,66,16.0,7,,R,21,0.0,4,,,,,,,8
15499,607,293,32,25.0,13,,R,22,0.0,3,,,,,,,3
15500,607,223,66,15.0,5,,R,23,0.0,2,,,,,,,3
15501,607,235,6,8.0,11,,R,24,0.0,2,,,,,,,3
15502,607,305,63,10.0,12,,R,25,0.0,2,,,,,,,3
15503,608,224,32,1.0,7,1.0,1,1,9.0,75,1:48:18.7,6498700.0,,,,,1
15504,608,327,25,4.0,3,2.0,2,2,6.0,75,+42.7,6541400.0,,,,,1
15505,608,332,58,20.0,14,3.0,3,3,4.0,75,+1:13.1,6571800.0,,,,,1
15506,608,309,1,6.0,5,4.0,4,4,3.0,74,,,,,,,11
15507,608,306,66,15.0,10,5.0,5,5,2.0,74,,,,,,,11
15508,608,304,1,5.0,2,6.0,6,6,1.0,74,,,,,,,11
15509,608,329,37,12.0,19,7.0,7,7,0.0,74,,,,,,,11
15510,608,280,37,11.0,18,8.0,8,8,0.0,73,,,,,,,12
15511,608,223,66,14.0,8,9.0,9,9,0.0,69,,,,,,,16
15512,608,290,34,17.0,12,10.0,10,10,0.0,69,,,,,,,16
15513,608,330,80,24.0,20,11.0,11,11,0.0,69,,,,,,,16
15514,608,235,6,7.0,6,12.0,12,12,0.0,69,,,,,,,16
15515,608,199,34,18.0,15,,R,13,0.0,66,,,,,,,86
15516,608,307,80,23.0,21,,R,14,0.0,63,,,,,,,60
15517,608,238,32,2.0,1,,R,15,0.0,56,,,,,,,6
15518,608,328,25,3.0,4,,R,16,0.0,47,,,,,,,23
15519,608,182,66,16.0,11,,R,17,0.0,28,,,,,,,27
15520,608,289,58,25.0,22,,R,18,0.0,27,,,,,,,23
15521,608,305,63,9.0,9,,R,19,0.0,25,,,,,,,44
15522,608,262,58,19.0,13,,R,20,0.0,23,,,,,,,5
15523,608,333,34,21.0,17,,R,21,0.0,17,,,,,,,36
15524,608,250,63,10.0,16,,R,22,0.0,13,,,,,,,86
15525,609,328,25,5.0,6,1.0,1,1,9.0,70,1:42:13.43,6133430.0,,,,,1
15526,609,327,25,6.0,4,2.0,2,2,6.0,70,+31.84,6165270.0,,,,,1
15527,609,224,32,1.0,9,3.0,3,3,4.0,70,+2:02.79,6256220.0,,,,,1
15528,609,333,34,9.0,18,4.0,4,4,3.0,69,,,,,,,11
15529,609,182,66,21.0,14,5.0,5,5,2.0,69,,,,,,,11
15530,609,278,81,22.0,15,6.0,6,6,1.0,67,,,,,,,13
15531,609,304,1,7.0,2,7.0,7,7,0.0,67,,,,,,,13
15532,609,250,63,24.0,8,8.0,8,8,0.0,66,,,,,,,14
15533,609,289,58,12.0,23,9.0,9,9,0.0,65,,,,,,,15
15534,609,223,66,19.0,12,10.0,10,10,0.0,63,,,,,,,3
15535,609,329,37,15.0,20,11.0,11,11,0.0,63,,,,,,,3
15536,609,197,37,14.0,16,,R,12,0.0,60,,,,,,,3
15537,609,306,66,20.0,5,,N,13,0.0,56,,,,,,,62
15538,609,290,34,11.0,19,,R,14,0.0,46,,,,,,,5
15539,609,238,32,2.0,1,,R,15,0.0,42,,,,,,,3
15540,609,309,1,8.0,10,,R,16,0.0,33,,,,,,,3
15541,609,307,80,25.0,21,,R,17,0.0,16,,,,,,,3
15542,609,199,34,10.0,7,,R,18,0.0,14,,,,,,,5
15543,609,332,58,16.0,11,,R,19,0.0,13,,,,,,,37
15544,609,262,58,17.0,22,,R,20,0.0,11,,,,,,,3
15545,609,235,6,3.0,3,,R,21,0.0,6,,,,,,,94
15546,609,330,80,26.0,17,,R,22,0.0,6,,,,,,,5
15547,609,305,63,23.0,13,,R,23,0.0,4,,,,,,,3
15548,610,328,25,5.0,1,1.0,1,1,9.0,78,1:57:44.3,7064300.0,,,,,1
15549,610,224,32,1.0,5,2.0,2,2,6.0,78,+1.3,7065600.0,,,,,1
15550,610,238,32,2.0,2,3.0,3,3,4.0,77,,,,,,,11
15551,610,327,25,6.0,4,4.0,4,4,3.0,77,,,,,,,11
15552,610,309,1,8.0,15,5.0,5,5,2.0,76,,,,,,,12
15553,610,304,1,7.0,3,6.0,6,6,1.0,76,,,,,,,12
15554,610,333,34,9.0,25,7.0,7,7,0.0,75,,,,,,,13
15555,610,305,63,23.0,13,8.0,8,8,0.0,75,,,,,,,13
15556,610,231,37,27.0,18,9.0,9,9,0.0,73,,,,,,,5
15557,610,262,58,17.0,22,10.0,10,10,0.0,72,,,,,,,16
15558,610,290,34,11.0,9,11.0,11,11,0.0,71,,,,,,,69
15559,610,197,37,14.0,14,,R,12,0.0,67,,,,,,,6
15560,610,289,58,12.0,24,,R,13,0.0,62,,,,,,,22
15561,610,232,6,4.0,16,,R,14,0.0,58,,,,,,,51
15562,610,199,34,10.0,19,,R,15,0.0,46,,,,,,,6
15563,610,235,6,3.0,7,,R,16,0.0,44,,,,,,,86
15564,610,307,80,25.0,10,,R,17,0.0,41,,,,,,,86
15565,610,306,66,20.0,11,,R,18,0.0,39,,,,,,,3
15566,610,250,63,24.0,17,,R,19,0.0,31,,,,,,,86
15567,610,259,37,18.0,23,,R,20,0.0,31,,,,,,,95
15568,610,330,80,26.0,21,,R,21,0.0,30,,,,,,,86
15569,610,182,66,21.0,6,,R,22,0.0,24,,,,,,,6
15570,610,278,81,22.0,12,,R,23,0.0,22,,,,,,,25
15571,610,223,66,19.0,8,,R,24,0.0,15,,,,,,,23
15572,610,329,37,15.0,20,,R,25,0.0,3,,,,,,,5
15573,611,304,1,7.0,6,1.0,1,1,9.0,80,1:56:46.049,7006049.0,,,,,1
15574,611,238,32,2.0,1,2.0,2,2,6.0,80,+4.039,7010088.0,,,,,1
15575,611,327,25,6.0,2,3.0,3,3,4.0,80,+14.667,7020716.0,,,,,1
15576,611,199,34,10.0,5,4.0,4,4,3.0,80,+18.068,7024117.0,,,,,1
15577,611,328,25,5.0,3,5.0,5,5,2.0,80,+25.998,7032047.0,,,,,1
15578,611,235,6,3.0,8,6.0,6,6,1.0,79,,,,,,,11
15579,611,309,1,8.0,7,7.0,7,7,0.0,79,,,,,,,11
15580,611,329,37,15.0,21,8.0,8,8,0.0,78,,,,,,,12
15581,611,223,66,19.0,12,9.0,9,9,0.0,77,,,,,,,13
15582,611,250,63,24.0,16,10.0,10,10,0.0,77,,,,,,,13
15583,611,307,80,25.0,11,11.0,11,11,0.0,77,,,,,,,13
15584,611,224,32,1.0,4,12.0,12,12,0.0,76,,,,,,,6
15585,611,182,66,21.0,15,13.0,13,13,0.0,75,,,,,,,15
15586,611,332,58,16.0,19,14.0,14,14,0.0,74,,,,,,,16
15587,611,306,66,20.0,9,,R,15,0.0,57,,,,,,,5
15588,611,262,58,17.0,17,,R,16,0.0,50,,,,,,,22
15589,611,305,63,23.0,10,,R,17,0.0,41,,,,,,,27
15590,611,197,37,14.0,20,,R,18,0.0,38,,,,,,,37
15591,611,289,58,12.0,18,,R,19,0.0,16,,,,,,,80
15592,611,290,34,11.0,12,,R,20,0.0,0,,,,,,,3
15593,611,317,37,27.0,14,,R,21,0.0,0,,,,,,,22
15594,612,238,32,2.0,5,1.0,1,1,9.0,54,1:41:36.52,6096520.0,,,,,1
15595,612,327,25,6.0,4,2.0,2,2,6.0,54,+40.92,6137440.0,,,,,1
15596,612,199,34,10.0,8,3.0,3,3,4.0,54,+46.48,6143000.0,,,,,1
15597,612,328,25,5.0,1,4.0,4,4,3.0,54,+46.93,6143450.0,,,,,1
15598,612,235,6,3.0,12,5.0,5,5,2.0,54,+48.90,6145420.0,,,,,1
15599,612,231,37,27.0,14,6.0,6,6,1.0,54,+1:22.54,6179060.0,,,,,1
15600,612,232,6,4.0,10,7.0,7,7,0.0,54,+1:29.19,6185710.0,,,,,1
15601,612,304,1,7.0,6,8.0,8,8,0.0,54,+1:29.53,6186050.0,,,,,1
15602,612,182,66,21.0,17,9.0,9,9,0.0,54,+1:45.76,6202280.0,,,,,1
15603,612,289,58,12.0,16,10.0,10,10,0.0,53,,,,,,,11
15604,612,306,66,20.0,15,11.0,11,11,0.0,53,,,,,,,11
15605,612,223,66,19.0,9,12.0,12,12,0.0,53,,,,,,,11
15606,612,250,63,24.0,18,13.0,13,13,0.0,51,,,,,,,13
15607,612,307,80,25.0,24,14.0,14,14,0.0,51,,,,,,,13
15608,612,313,57,29.0,25,15.0,15,15,0.0,51,,,,,,,13
15609,612,290,34,11.0,19,16.0,16,16,0.0,50,,,,,,,14
15610,612,222,1,8.0,2,,R,17,0.0,43,,,,,,,3
15611,612,224,32,1.0,3,,R,18,0.0,41,,,,,,,3
